subscriptionID,Memberid_FK,Datebought,ExpirationDate,transactionguid_fk,Dollaramount,ARB_ID,ABR_InoviceNumber,Monthlypaymentwddx,renewal,MonthlyBilling,MonthlyYearCompletedate,Cancelled,CancelDate,CardYear,CardMonth,CardLast4,IssueWithSub,IssueDate,Evidence,Premium,Processor,SubscriptionRate_ID
16832,EE44880F-F2FD-D781-44B0-5A8E97745393,2020-11-15 14:12:07.707,2021-11-15 14:12:07.707,0536824A-0069-44A8-711B-EE7754E18EC5,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12086,EE44880F-F2FD-D781-44B0-5A8E97745393,2019-09-03 12:24:09.273,2020-09-02 12:24:09.257,AF6251CE-B747-986E-A720-CF1D819068CE,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
1935,EE44880F-F2FD-D781-44B0-5A8E97745393,2014-01-14 15:45:29.143,2015-01-14 15:45:29.143,92806F9E-0018-D3F2-914F-ECB91D447339,105.00,19476384,20140114_154529,<wddxPacket version='1.0'><header/><data><struct><var name='FIRST'><string>1/14/14</string></var><var name='SECOND'><string>2/14/14</string></var><var name='THIRD'><string>3/14/14</string></var></struct></data></wddxPacket>,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
561,EE44880F-F2FD-D781-44B0-5A8E97745393,2011-12-16 22:03:08.987,2012-12-15 22:03:08.987,49F914BB-0008-F401-2A49-0D93521AEBBB,105.00,11690038,20111216_220308,<wddxPacket version='1.0'><header/><data><struct><var name='FIRST'><string>12/16/11</string></var><var name='SECOND'><string>1/16/12</string></var><var name='THIRD'><string>2/16/12</string></var></struct></data></wddxPacket>,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
1102,EE44880F-F2FD-D781-44B0-5A8E97745393,2013-01-03 14:53:35.563,2014-01-03 14:53:35.563,01F9D02E-FD5B-695B-4247-B7DEC5C3ABB6,105.00,15478546,20130103_145335,<wddxPacket version='1.0'><header/><data><struct><var name='FIRST'><string>1/3/13</string></var><var name='SECOND'><string>2/3/13</string></var><var name='THIRD'><string>3/3/13</string></var></struct></data></wddxPacket>,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
35251,8EEE2B1E-AA98-291B-5487-5A95CB9C56A4,2024-07-09 10:50:47.270,2025-07-09 10:50:47.263,EFC0FC3E-9FC1-B6E5-C309-BD8FD321730D,45.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,0,stripe,0EE3EA0F-C3F2-FA48-1101-577D4BCAD7EB
34967,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2024-04-05 21:01:01.270,2025-06-03 02:24:14.587,E939AB05-0CB3-38BD-BDF4-3EEFB55A96BF,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
29524,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2023-03-07 20:15:06.047,2024-05-04 02:24:14.587,73D43533-9345-A8A5-AB78-0A18085B1D97,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
35689,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2024-10-13 00:06:32.040,2026-07-03 02:24:14.587,28906D45-AB84-A021-9561-E661B4E6A675,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
17183,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2021-01-23 00:47:35.357,2022-03-06 02:24:14.587,C9D39BD4-020B-DA31-25B9-D64DD7D31EAA,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
12443,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2019-12-09 16:39:28.617,2021-02-04 02:24:14.587,3E042755-DCCA-C668-04AB-C34592B216A3,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
24035,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2022-02-15 16:23:25.193,2023-04-05 02:24:14.587,F8AF753A-A204-9068-6FCB-8B41B59DA037,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
1148,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2013-01-17 16:33:57.463,2014-02-21 05:08:04.607,4A6EB754-9C76-9742-2297-8BA0C8EDB18C,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
605,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2012-01-23 05:08:04.607,2013-01-22 05:08:04.607,0A0964D1-E114-9677-E31F-8EDA5208AE92,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
2559,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2014-09-09 02:24:14.587,2015-09-09 02:24:14.587,59157B1E-ECD6-249D-EEB6-9E8726B7C66D,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
3635,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2015-08-27 02:38:10.707,2016-10-08 02:24:14.587,6DE0BD39-95A5-B368-0EDC-38F38F6CA8C5,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
11100,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2018-11-23 21:58:21.317,2020-01-06 02:24:14.587,A4897644-CD2A-116F-C2D3-EDBC62D4C04F,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7306,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2017-10-24 16:06:07.373,2018-12-07 02:24:14.587,1FEBE619-5056-A02D-DF99-676BA93DCCAA,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
5893,600BCBD6-9A4C-FDF4-6450-5AA154F0B299,2016-09-28 17:22:21.670,2017-11-07 02:24:14.587,7AC2B9FB-5056-A02D-DF05-BB1BB433931B,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12800,6DE1039F-C565-D7EA-9303-5AA1EA3C4821,2020-03-05 05:48:13.690,2021-03-05 05:48:13.690,A7177786-DB78-CC65-62CC-C1CDB54EBF07,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
17436,6DE1039F-C565-D7EA-9303-5AA1EA3C4821,2021-03-04 04:17:01.543,2022-04-04 05:48:13.690,DD407686-9C49-10BA-E64F-C75A12C17D71,135.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,E3D8E51D-0EA6-C8CE-6FB9-9F476CD61899
29252,6DE1039F-C565-D7EA-9303-5AA1EA3C4821,2023-01-12 06:12:50.160,2024-01-12 06:12:50.160,78CCE8E7-C05A-5A23-D13D-908A5ADADD44,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
34540,6DE1039F-C565-D7EA-9303-5AA1EA3C4821,2024-01-03 10:09:55.793,2025-02-10 06:12:50.160,1EBD62B8-9C16-8F1F-0053-E746DF5946E6,70.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,B4FA9D12-BB5C-DB7B-ABE1-D4AA6378F85A
3480,BB457E33-D771-6594-5DE4-5AA53A918968,2015-07-01 12:12:19.390,2016-06-30 12:12:19.390,4A63E899-D87B-EFA0-CBC1-E285E6870795,105.00,25047057,20150701_121219,<wddxPacket version='1.0'><header/><data><struct><var name='FIRST'><string>7/1/15</string></var><var name='SECOND'><string>8/1/15</string></var><var name='THIRD'><string>9/1/15</string></var></struct></data></wddxPacket>,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
2107,BB457E33-D771-6594-5DE4-5AA53A918968,2014-03-22 09:16:53.677,2015-03-22 09:16:53.677,E9EFCF89-0ED7-95F5-628E-B47D8C34FE55,105.00,20185636,20140322_091653,<wddxPacket version='1.0'><header/><data><struct><var name='FIRST'><string>3/22/14</string></var><var name='SECOND'><string>4/22/14</string></var><var name='THIRD'><string>5/22/14</string></var></struct></data></wddxPacket>,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
17110,28C40A86-B952-DDF2-9726-5ACCCC9B3E99,2021-01-11 09:04:57.603,2021-01-16 09:04:57.603,7196275B-D9F5-AB84-D2A0-3191431E4C06,15.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
4035,9BA8DE2D-0CE1-B9DD-1660-5AD954B85689,2015-12-22 20:31:06.980,2016-12-21 20:31:06.980,CC7607F6-BAD5-9013-013B-88939BD2E09D,105.00,26826609,20151222_203106,<wddxPacket version='1.0'><header/><data><struct><var name='FIRST'><string>12/22/15</string></var><var name='SECOND'><string>1/22/16</string></var><var name='THIRD'><string>2/22/16</string></var></struct></data></wddxPacket>,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
1110,50957AD9-CDC6-0DA2-F417-5AE8D78C20ED,2013-01-07 02:31:07.913,2014-01-07 02:31:07.913,13EB7CF5-F5E4-38C6-179B-666B8B9814CF,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
1855,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2013-12-28 14:54:59.760,2015-05-14 14:53:55.540,3AC61A48-008C-F7D3-08F5-1ACE7ABB2638,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
1299,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2013-04-14 14:53:55.540,2014-04-14 14:53:55.540,09E57A07-B1D6-66C2-4C59-89705FCAE5C9,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
4374,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2016-03-24 00:11:17.553,2017-07-12 14:53:55.540,84316997-5056-A02D-DF65-6AD696DDAAC5,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
3035,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2015-01-18 21:31:55.687,2016-06-12 14:53:55.540,00083C72-EB0E-0619-D87A-A38AF2CF248E,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
6727,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2017-04-20 09:21:46.867,2018-08-11 14:53:55.540,7341D8FD-5056-A02D-DF9E-5711928400D4,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
8372,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2018-07-31 10:51:20.767,2020-10-09 14:53:55.540,68350195-5056-A02D-DFD9-E45BE38D4540,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
8193,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2018-06-09 10:36:42.073,2019-09-10 14:53:55.540,F1BE9720-5056-A02D-DF79-D1BB2F05024C,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
13384,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2020-08-06 23:56:03.197,2021-11-08 14:53:55.540,C69AB8A0-C05A-1EFB-3032-B9891E90DCD7,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
21093,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2021-08-28 01:55:13.327,2022-12-08 14:53:55.540,7141D956-FF35-A0CF-16AC-738DE6122309,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
34476,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2023-12-18 14:39:39.047,2025-02-05 14:53:55.540,F06961D6-E6E1-CDF9-00F0-CEAF1DDCB741,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,paypal,0ED57103-BCD1-7507-6767-390B9C08623E
28993,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2022-11-03 10:56:52.217,2024-01-07 14:53:55.540,6BE55588-F1E5-3DD0-774A-708B27B336C6,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,stripe,0ED57103-BCD1-7507-6767-390B9C08623E
35602,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2024-10-09 16:24:05.047,2026-03-07 14:53:55.540,7D87CA96-BFA9-906A-A5C5-9D3E0A8FDC90,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,0,paypal,0ED57103-BCD1-7507-6767-390B9C08623E
36077,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2024-12-07 12:35:56.380,2026-03-08 14:53:55.540,55E95CE7-041A-C0D4-CF56-205647376CBA,84.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,paypal,48B3EB4E-CE4A-FC9A-9923-6C19311DEA5A
37584,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2026-06-26 18:51:50.753,2026-07-26 18:51:53.000,3D52AF9D-D220-93E3-9C0A-785C98F6D0D3,19.99,sub_1TmibFCW7QxJHpQOKWxzzOHc,NULL,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,NULL,NULL
37331,9AEF03E6-B91B-0C84-DE27-5AE957C7BF3A,2026-03-10 19:30:54.000,2026-04-10 19:30:51.000,84E358D9-DA09-597B-FBBF-72F3941D8AA7,19.99,sub_1T9ZjjCW7QxJHpQOPH1eNICJ,NULL,NULL,1,1,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,NULL,NULL
261,2875EBFE-95CA-7DCB-56B7-5AED95B6F4EC,2011-01-28 10:23:29.817,2012-01-28 10:23:29.817,CD38C6D4-0F25-6B66-EFBA-BD92919BFEEB,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12160,B3DE844C-5056-A02D-DF69-5AFA8C2E8538,2019-09-24 13:25:57.217,2019-09-29 13:25:57.200,EB14FC83-A148-8505-45B4-C53B98E83EC6,15.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
21067,B3DE844C-5056-A02D-DF69-5AFA8C2E8538,2021-08-19 14:30:51.483,2022-08-19 14:30:51.483,BCCBF85F-BB33-B43A-A608-2B37B5A9DD97,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
13379,B3DE844C-5056-A02D-DF69-5AFA8C2E8538,2020-08-06 10:24:13.650,2021-08-06 10:24:13.647,A991F451-024E-A56D-B94F-080BF6B7C62D,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
255,4E23080B-F358-C118-321C-5B1D01F19B29,2011-01-10 14:46:28.830,2011-01-25 14:46:28.830,71770F76-DD4E-8D42-95F1-10925D399E49,15.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
37617,415C63C3-BA6C-4679-BDF7-5B269570C914,2026-07-10 09:24:05.087,2026-08-11 00:00:00.000,F9FCB3B0-9A00-3028-2F65-167B74C9AC9E,19.99,sub_1TrePPCW7QxJHpQOlfE2pLK3,NULL,NULL,0,1,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,NULL,NULL
12965,216CE71E-98CF-CDA5-1700-5B29424A9258,2020-04-16 10:33:56.853,2021-04-16 10:33:56.853,2217C44D-0C99-04C3-3FD6-F76EB1CFB460,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
17621,216CE71E-98CF-CDA5-1700-5B29424A9258,2021-04-14 16:19:17.427,2022-05-16 10:33:56.853,345EF69F-EDE1-BDCA-D243-B4E7FE45CA35,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
26364,216CE71E-98CF-CDA5-1700-5B29424A9258,2022-05-06 11:06:29.257,2023-06-15 10:33:56.853,030F6DC1-C075-3F90-C6B0-54A1F4620C83,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,paypal,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
36737,216CE71E-98CF-CDA5-1700-5B29424A9258,2025-08-17 02:48:25.770,2026-08-17 02:48:25.753,23DD8000-EFCC-3638-5651-CF348128D8B1,228.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,paypal,A1C5572D-E311-D637-AE12-EDE03F978083
32880,216CE71E-98CF-CDA5-1700-5B29424A9258,2023-06-12 17:19:47.260,2024-07-14 10:33:56.853,EEC24142-AE3A-9E5A-66E3-A6CE2B8C1ED9,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,paypal,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
35220,216CE71E-98CF-CDA5-1700-5B29424A9258,2024-06-30 18:07:00.553,2025-08-13 10:33:56.853,2FDF2157-F5A9-420E-F3D5-E32593F3CB9E,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,paypal,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
34134,DD1F2548-9109-0DE2-6A54-5B45C0C082E0,2023-09-11 13:22:51.470,2024-09-10 13:22:51.470,349AC6D9-CC47-8008-56E4-89ED88C05229,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,paypal,0ED57103-BCD1-7507-6767-390B9C08623E
36844,DD1F2548-9109-0DE2-6A54-5B45C0C082E0,2025-09-22 12:14:45.577,2026-11-09 13:22:51.470,760FC844-B2D3-90E5-98AD-8038D82257C3,144.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,0,paypal,A3B982C4-C38B-ADBE-976E-74BF7E206134
35347,DD1F2548-9109-0DE2-6A54-5B45C0C082E0,2024-08-08 15:29:57.827,2025-10-10 13:22:51.470,02B0BAF7-9D8A-BF7A-21EA-CFA0817A2C5E,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,0,paypal,0ED57103-BCD1-7507-6767-390B9C08623E
6335,73236B81-5056-A02D-DFF8-5B49C2807551,2017-01-13 04:26:35.300,2018-01-13 04:26:35.300,E77CD281-5056-A02D-DF3D-B494120FC80C,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7634,73236B81-5056-A02D-DFF8-5B49C2807551,2018-01-09 07:31:23.817,2019-02-12 04:26:35.300,8D054431-5056-A02D-DF79-CE1EF7454A9B,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
27780,31453A75-ACC1-6926-E920-5B6AFE1F5ADF,2022-09-11 17:47:03.867,2023-09-11 17:47:03.867,D1241C79-98DA-0A8B-743F-B0DEC53A2368,129.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,0ED57103-BCD1-7507-6767-390B9C08623E
7903,7C80813D-BC2E-8C4E-742C-5B6B8598E3E5,2018-03-17 09:19:27.003,2019-03-17 09:19:26.973,091DB92F-5056-A02D-DF89-807557A31D7D,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
6386,7C80813D-BC2E-8C4E-742C-5B6B8598E3E5,2017-01-20 22:37:27.377,2018-03-01 20:20:36.233,76FA6B16-5056-A02D-DFFF-94D03BDF665A,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
2935,7C80813D-BC2E-8C4E-742C-5B6B8598E3E5,2015-01-01 20:20:36.233,2016-01-01 20:20:36.233,A83AD027-F888-D5A3-63D1-62E4B9C27D02,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
4043,7C80813D-BC2E-8C4E-742C-5B6B8598E3E5,2015-12-25 20:38:52.870,2017-01-30 20:20:36.233,DBF034A4-D1AD-9A4F-17B5-EACB8A7B4144,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
3591,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2015-08-06 09:48:03.103,2016-09-11 17:26:41.013,0344BD77-B0C2-2518-47BD-313BD03EC0E6,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
2485,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2014-08-13 17:26:41.013,2015-08-13 17:26:41.013,D143F68C-E107-179E-E107-4A5B0EA47B6A,99.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
5844,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2016-09-10 12:30:17.163,2017-10-11 17:26:41.013,D159DC4C-5056-A02D-DFDE-C627659CAFC3,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
7252,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2017-10-10 09:58:02.847,2018-11-10 17:26:41.013,41C4B09C-5056-A02D-DFD8-8C1BDC9610CD,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
8634,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2018-08-11 13:05:06.463,2019-12-10 17:26:41.013,A3734E45-5056-A02D-DFCA-59AC58EC4119,99.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
27794,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2022-09-15 12:25:05.867,2023-03-10 17:26:41.013,939C3D99-BB32-118F-B96A-E68A9753965C,36.00,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,paypal,81D2F486-D8F3-0D27-04E3-1EA05C05F873
22821,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2022-01-19 13:55:06.317,2023-03-09 17:26:41.013,84E3D8FA-B016-ECA7-6DCC-43D1CC0C7687,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
17024,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2020-12-24 23:02:36.787,2022-02-07 17:26:41.013,F09ACA5A-A0A5-0056-C0A3-B551713F42BE,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
12433,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2019-12-07 08:41:07.410,2021-01-08 17:26:41.013,C5E9A099-0821-E750-8EB6-688812C1CB5D,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
35960,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2024-10-31 16:44:35.470,2026-06-07 17:26:41.013,EB384FE8-D90F-EA3E-CBFC-C9451BB6114B,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
29468,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2023-02-20 15:21:02.577,2024-04-08 17:26:41.013,64DCFE32-E77F-3231-A1D1-0E34C65C14B5,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
34875,99ABC02F-AF3B-C1B7-D965-5B95588FE17F,2024-03-09 11:34:02.937,2025-05-08 17:26:41.013,68A5E9B7-C58F-1C80-16CA-312E6C9E468A,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
35048,C8DDEB55-0FD9-79E0-0EC2-5B9A748D9F1F,2024-05-03 10:56:00.693,2025-06-12 18:07:09.040,758A807A-002B-B01B-F87D-F22DFE0744BB,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,stripe,7BE384D6-AA24-CCDD-CC5E-D0A919B4CF9F
31633,C8DDEB55-0FD9-79E0-0EC2-5B9A748D9F1F,2023-04-05 13:01:48.483,2024-05-13 18:07:09.040,37A5FF69-B266-165A-7E38-3A9B06F79040,199.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL
36511,C8DDEB55-0FD9-79E0-0EC2-5B9A748D9F1F,2025-05-13 14:51:06.383,2026-07-12 18:07:09.040,EDD839D8-B9B3-04C7-9DAD-AB45E03E184C,228.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,0,1,stripe,A1C5572D-E311-D637-AE12-EDE03F978083
12715,C8DDEB55-0FD9-79E0-0EC2-5B9A748D9F1F,2020-02-09 21:56:28.033,2021-03-13 20:48:23.947,C2434449-ECF3-D80B-C064-5D3A38EAD083,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,NULL
17491,C8DDEB55-0FD9-79E0-0EC2-5B9A748D9F1F,2021-03-15 18:07:09.057,2022-03-15 18:07:09.040,2F485872-0314-2E7F-CEAB-464FA47AC5C1,129.00,NULL,NULL,NULL,1,0,NULL,0,NULL,NULL,NULL,NULL,0,NULL,1,0,NULL,152D8DD4-AC3A-BB62-10C9-CAE7B6172F13
