Member ID,Stripe Subscription ID,Plan ID,Price ID,Status,Plan Type,Cancel At Date,Next Billing Date,Free Trial End Date
mem_cmqcrx1ow0jh30tsyhnvugm2h,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx1ow0jh30tsyhnvugm2h,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx1ow0jh30tsyhnvugm2h,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx1ow0jh30tsyhnvugm2h,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx1ow0jh30tsyhnvugm2h,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx1ow0jh30tsyhnvugm2h,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx1s10jh50tsy7e1t5oa7,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx1x00jhf0tsy0vnnhqcx,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx2370jhk0tsygtesf38a,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx2370jhk0tsygtesf38a,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx2370jhk0tsygtesf38a,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx2370jhk0tsygtesf38a,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx29b0jhm0tsy6xc37e4z,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx2cn0jho0tsygmv7ejkb,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx2g70jhs0tsy1ygi36vb,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx2g70jhs0tsy1ygi36vb,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx2g70jhs0tsy1ygi36vb,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx2jf0jhv0tsyhq9o7f0w,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx2jf0jhv0tsyhq9o7f0w,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx2oo0ji30tsybr8555v7,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx2oo0ji30tsybr8555v7,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx2ud0ji90tsy8efad40i,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx2y00jie0tsy4glvf6n1,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx2y00jie0tsy4glvf6n1,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx2y00jie0tsy4glvf6n1,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx3390jir0tsy9g3e12g0,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx38x0jiw0tsybdbs0z2a,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx38x0jiw0tsybdbs0z2a,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx38x0jiw0tsybdbs0z2a,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx38x0jiw0tsybdbs0z2a,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx3c20jj00tsygf6je31o,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx3c20jj00tsygf6je31o,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx3c20jj00tsygf6je31o,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx3g00jj50tsy8nr602l2,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx3g00jj50tsy8nr602l2,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx3g00jj50tsy8nr602l2,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx3g00jj50tsy8nr602l2,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx3jl0jj90tsyeqyfgynl,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx3jl0jj90tsyeqyfgynl,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx3jl0jj90tsyeqyfgynl,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx3nc0jje0tsy63bhalbo,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx3nc0jje0tsy63bhalbo,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx3nc0jje0tsy63bhalbo,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx3qj0jjl0tsyfyqt5rri,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx3qj0jjl0tsyfyqt5rri,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx3qj0jjl0tsyfyqt5rri,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx3qj0jjl0tsyfyqt5rri,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx3qj0jjl0tsyfyqt5rri,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx3qj0jjl0tsyfyqt5rri,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx3u20jjn0tsy507cg40r,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx3x60jjp0tsy7uhi9tm5,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx40c0jjr0tsyh9tf61e8,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx4520jju0tsy1tvehm4x,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx48o0jk00tsy5kvj0ogb,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx48o0jk00tsy5kvj0ogb,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx48o0jk00tsy5kvj0ogb,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx48o0jk00tsy5kvj0ogb,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx4ch0jk20tsy3mzygs7b,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx4i90jk50tsy05fh5c3l,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx4i90jk50tsy05fh5c3l,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx4pu0jk70tsy9p167ghv,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx4t60jkc0tsyf3t00x3j,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx4t60jkc0tsyf3t00x3j,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx4t60jkc0tsyf3t00x3j,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx4t60jkc0tsyf3t00x3j,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx4wp0jki0tsyek7v81cm,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx4wp0jki0tsyek7v81cm,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx4wp0jki0tsyek7v81cm,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx4wp0jki0tsyek7v81cm,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx4wp0jki0tsyek7v81cm,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx5010jkm0tsycs0xbfcj,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx5010jkm0tsycs0xbfcj,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx5010jkm0tsycs0xbfcj,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx5390jko0tsy8tr7h6m9,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx56t0jkr0tsyctcogbue,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx56t0jkr0tsyctcogbue,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx5a80jkx0tsycpzt0aoj,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx5a80jkx0tsycpzt0aoj,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx5a80jkx0tsycpzt0aoj,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx5a80jkx0tsycpzt0aoj,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx5a80jkx0tsycpzt0aoj,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx5eu0jl10tsyfnw1e79q,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx5eu0jl10tsyfnw1e79q,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx5eu0jl10tsyfnw1e79q,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx6e10jla0tsyebdigfh9,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx6e10jla0tsyebdigfh9,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx6e10jla0tsyebdigfh9,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx6t70jlj0tsy3ccig0wa,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx6t70jlj0tsy3ccig0wa,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx6t70jlj0tsy3ccig0wa,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx6y90jlp0tsye6c58yok,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx6y90jlp0tsye6c58yok,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx6y90jlp0tsye6c58yok,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx6y90jlp0tsye6c58yok,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx73x0jm30tsyd60jbs0m,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx73x0jm30tsyd60jbs0m,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx7960jmc0tsy3sio3aw5,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx7960jmc0tsy3sio3aw5,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx7960jmc0tsy3sio3aw5,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx7960jmc0tsy3sio3aw5,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx7960jmc0tsy3sio3aw5,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx7960jmc0tsy3sio3aw5,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx7960jmc0tsy3sio3aw5,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx7960jmc0tsy3sio3aw5,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx7cf0jmf0tsy90v3gfyg,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx7cf0jmf0tsy90v3gfyg,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx7fl0jmh0tsy73647il6,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx7ir0jmo0tsygkmdgo1k,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx7ir0jmo0tsygkmdgo1k,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx7ir0jmo0tsygkmdgo1k,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx7ir0jmo0tsygkmdgo1k,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx7ir0jmo0tsygkmdgo1k,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx7ir0jmo0tsygkmdgo1k,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-designaknit-quick-start-zap80pd8,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-plus-size-sweaters-nyxg0o0g,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx7m40jn40tsy5qbc7d2n,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrx7pi0jn70tsy5akqgx3c,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx7pi0jn70tsy5akqgx3c,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx7st0jn90tsyfyo6e4ci,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx7vx0jnb0tsy4vd73cq6,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx8100jne0tsygm34gc85,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx84s0jnh0tsydr3m5p55,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx88e0jnl0tsy0vdqg5mm,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx88e0jnl0tsy0vdqg5mm,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx88e0jnl0tsy0vdqg5mm,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx8bn0jnn0tsy6ztc1asq,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx8fo0jnp0tsygs3mdhz2,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx8iz0jnr0tsy94z6a6cw,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx8m90jnt0tsy6slm8m28,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-designaknit-quick-start-zap80pd8,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-plus-size-sweaters-nyxg0o0g,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrx8pe0jo80tsycbj1hngw,,pln_legacy-lk150-getting-the-most-from-designaknit-zxpa0pee,,ACTIVE,FREE,,,
mem_cmqcrx8sr0job0tsy0z2e5gfr,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx8sr0job0tsy0z2e5gfr,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx8w00joe0tsycqit6wnz,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx8w00joe0tsycqit6wnz,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx8zc0joo0tsydqd33ztl,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx92r0jos0tsy1hvwbyqz,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx92r0jos0tsy1hvwbyqz,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx92r0jos0tsy1hvwbyqz,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx9830jp20tsy02ml348h,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx9830jp20tsy02ml348h,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrx9830jp20tsy02ml348h,,pln_legacy-custom-raglan-hoodie-1upb0pq9,,ACTIVE,FREE,,,
mem_cmqcrx9830jp20tsy02ml348h,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx9lh0jp80tsygdnqcuwn,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx9yt0jpi0tsy3jucfjav,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrx9yt0jpi0tsy3jucfjav,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrx9yt0jpi0tsy3jucfjav,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrx9yt0jpi0tsy3jucfjav,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrx9yt0jpi0tsy3jucfjav,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrx9yt0jpi0tsy3jucfjav,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrx9yt0jpi0tsy3jucfjav,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrx9yt0jpi0tsy3jucfjav,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-stitch-designer-201-90e0jpb,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-original-pattern-drafting-101-jkp50pyg,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-stitch-designer-101-qdc0jyz,,ACTIVE,FREE,,,
mem_cmqcrxa4a0jq30tsyfwil7d2r,,pln_legacy-graphics-studio-jhp90pnm,,ACTIVE,FREE,,,
mem_cmqcrxa8d0jqf0tsyaeb3edka,,pln_legacy-standard-garment-styling-o4p70pjf,,ACTIVE,FREE,,,
mem_cmqcrxa8d0jqf0tsyaeb3edka,,pln_legacy-eleven-design-challenges-r3p60piq,,ACTIVE,FREE,,,
mem_cmqcrxa8d0jqf0tsyaeb3edka,,pln_legacy-dak-9-what-s-new-aexa0or5,,ACTIVE,FREE,,,
mem_cmqcrxa8d0jqf0tsyaeb3edka,,pln_legacy-start-to-finish-fairisle-sweater-7zh0j37,,ACTIVE,FREE,,,
mem_cmqcrxa8d0jqf0tsyaeb3edka,,pln_legacy-designaknit-and-lace-ffg0j0k,,ACTIVE,FREE,,,
mem_cmqcrxa8d0jqf0tsyaeb3edka,,pln_legacy-pattern-drafting-for-fit-9md0j74,,ACTIVE,FREE,,,
